"zooLabel","wikidata","abstract","locationLabel","lat","long"
"Colorado Gators Reptile Park","http://www.wikidata.org/entity/Q5148807",,,37.70589447021484,-105.8705596923828
"Columbus Zoo and Aquarium","http://www.wikidata.org/entity/Q5150169",,,40.15626525878906,-83.11840057373047
"Staten Island Zoo","http://www.wikidata.org/entity/Q4193914",,,40.625,-74.11499786376953
"Dickerson Park Zoo","http://www.wikidata.org/entity/Q5273643",,,37.25569915771484,-93.30950164794922
"Bandung Zoo","http://www.wikidata.org/entity/Q4854746",,,,
"Karagandy Zoo","http://www.wikidata.org/entity/Q290283",,,,
"Koh Kong Safari World","http://www.wikidata.org/entity/Q16948780",,,,
"Granby Zoo","http://www.wikidata.org/entity/Q3576020",,,,
"Zoo de la Flèche","http://www.wikidata.org/entity/Q3576022",,,,
"Kewaunee County Bruemmer Park and Zoo","http://www.wikidata.org/entity/Q16893287",,"Kewaunee County, Wisconsin",44.46055221557617,-87.55119323730469
"Iwatayama Monkey Park","http://www.wikidata.org/entity/Q15229013",,"Japan",35.00893783569336,135.6746826171875
"Bondla Wildlife Sanctuary","http://www.wikidata.org/entity/Q4941423",,"Goa",15.43966674804688,74.10594177246094
"Bondla Wildlife Sanctuary","http://www.wikidata.org/entity/Q4941423",,"India",15.43966674804688,74.10594177246094
"Currumbin Wildlife Sanctuary","http://www.wikidata.org/entity/Q5195193",,"Currumbin, Queensland",-28.13500022888184,153.4880065917969
"Edmonton Valley Zoo","http://www.wikidata.org/entity/Q5339105",,,53.51139068603516,-113.5538864135742
"El Paso Zoo","http://www.wikidata.org/entity/Q5351804",,,31.76840019226074,-106.4429016113281
"Giraffe Centre","http://www.wikidata.org/entity/Q5564103",,,-1.37611997127533,36.74610137939453
"Gladys Porter Zoo","http://www.wikidata.org/entity/Q5566451",,,25.91230010986328,-97.49620056152344
"Glasgow Zoo","http://www.wikidata.org/entity/Q5566964",,,55.8390007019043,-4.107999801635742
"Living Desert Zoo and Gardens","http://www.wikidata.org/entity/Q5551958",,,33.69583511352539,-116.3702774047852
"Mill Mountain Zoo","http://www.wikidata.org/entity/Q6858365",,,37.24888229370117,-79.93626403808594
"Miller Park Zoo","http://www.wikidata.org/entity/Q6859211",,,40.46900177001953,-89.00550079345703
"Mitchell Park Zoo","http://www.wikidata.org/entity/Q6881335",,,-29.82548713684082,31.01132011413574
"Rare Species Conservation Centre","http://www.wikidata.org/entity/Q7294528",,,51.26111221313477,1.326944470405579
"Red River Zoo","http://www.wikidata.org/entity/Q7304877",,,46.84619903564453,-96.85310363769531
"Ree Park – Ebeltoft Safari","http://www.wikidata.org/entity/Q7306556",,,56.26361083984375,10.73666667938232
"Reid Park Zoo","http://www.wikidata.org/entity/Q7309977",,,32.20800018310547,-110.9199981689453
"John Ball Zoological Garden","http://www.wikidata.org/entity/Q6220465",,,42.96278381347656,-85.70478820800781
"Jungle Cat World","http://www.wikidata.org/entity/Q6312792",,,43.99361038208008,-78.60778045654297
"Jungle World, Rawalpindi","http://www.wikidata.org/entity/Q6312921",,,33.56597900390625,73.0853271484375
"Lakeland Wildlife Oasis","http://www.wikidata.org/entity/Q6478839",,,54.19309997558594,-2.753599882125854
"Lakes Aquarium","http://www.wikidata.org/entity/Q6478947",,,54.27811813354492,-2.955874443054199
"Montpellier Zoological Park","http://www.wikidata.org/entity/Q6465257",,,43.63959884643555,3.873600006103516
"Symbio Wildlife Park","http://www.wikidata.org/entity/Q7661113",,,-34.20445251464844,150.9694366455078
"Taman Safari","http://www.wikidata.org/entity/Q7680645",,,-6.720315456390381,106.9505081176758
"Theater of the Sea","http://www.wikidata.org/entity/Q7777314",,,24.9445743560791,-80.60368347167969
"Thiruvananthapuram Zoo","http://www.wikidata.org/entity/Q7785508",,,8.51200008392334,76.95500183105469
"Thrissur Zoo","http://www.wikidata.org/entity/Q7798287",,,10.5299654006958,76.22275543212891
"Milwaukee County Zoo","http://www.wikidata.org/entity/Q11781326",,,43.03265762329102,-88.03739929199219
"Tábor Zoo","http://www.wikidata.org/entity/Q11756334",,,49.38825988769531,14.64898014068604
"Toruń Zoobotanical Garden","http://www.wikidata.org/entity/Q11796771",,,53.00891494750977,18.59047317504883
"Zoo and Botanical Garden in Toruń","http://www.wikidata.org/entity/Q11796771",,,53.00891494750977,18.59047317504883
"Gembira Loka Zoo","http://www.wikidata.org/entity/Q13093132",,,-7.803967952728271,110.3978729248047
"Pata Zoo","http://www.wikidata.org/entity/Q13022377",,,13.77130508422852,100.4840240478516
"Rangpur Zoo","http://www.wikidata.org/entity/Q13059506",,,25.75559997558594,89.25150299072266
"Ogba Zoo","http://www.wikidata.org/entity/Q14468312",,,6.288888931274414,5.587777614593506
"Jaipur Zoo","http://www.wikidata.org/entity/Q15229182",,,26.91223526000977,75.82143402099609
"La Aurora Zoo","http://www.wikidata.org/entity/Q15241081",,,14.60000896453857,-90.52665710449219
"Maharajbagh Zoo","http://www.wikidata.org/entity/Q15243715",,,21.14352035522461,79.07646179199219
"Noah's Ark Zoo Farm","http://www.wikidata.org/entity/Q15262431",,,51.4541015625,-2.740099906921387
"Peshawar Zoo","http://www.wikidata.org/entity/Q42530840",,,34.01730728149414,71.48972320556641
"ZooAmerica","http://www.wikidata.org/entity/Q42376968",,,40.28749847412109,-76.65083312988281
"Roscommon Zoo","http://www.wikidata.org/entity/Q104866733",,,44.51111221313477,-84.48472595214844
"Machia Biological Park","http://www.wikidata.org/entity/Q113011987",,,26.30416679382324,72.97944641113281
"Greenville Wildlife Park","http://www.wikidata.org/entity/Q5604742",,,42.74074935913086,-71.79969787597656
"Guldborgsund Zoo","http://www.wikidata.org/entity/Q5617335",,,54.76694488525391,11.89138889312744
"Sea World (Australia)","http://www.wikidata.org/entity/Q505518",,,-27.95590019226074,153.4257049560547
"Tierpark Hagenbeck","http://www.wikidata.org/entity/Q502326",,,53.59638977050781,9.937777519226074
"Zoo Sauvage de St-Félicien","http://www.wikidata.org/entity/Q507954",,,48.68228912353516,-72.51122283935547
"Berkshire College of Agriculture","http://www.wikidata.org/entity/Q4892248",,,51.52999877929688,-0.800000011920929
"Görlitz Zoo","http://www.wikidata.org/entity/Q794426",,,51.14166641235352,14.98027801513672
"Budapest Zoo and Botanical Garden","http://www.wikidata.org/entity/Q922178",,,47.51802062988281,19.07750511169434
"Emperor Valley Zoo","http://www.wikidata.org/entity/Q2198266",,,10.6742000579834,-61.51869964599609
"Indianapolis Zoo","http://www.wikidata.org/entity/Q2229222",,,39.76694488525391,-86.17694091796875
"La Vallée des Singes","http://www.wikidata.org/entity/Q2186578",,,46.24269866943359,0.2896000146865845
"Night Safari, Singapore","http://www.wikidata.org/entity/Q2234723",,,1.402259945869446,103.7878875732422
"Oceanium","http://www.wikidata.org/entity/Q2214161",,,51.9286003112793,4.445400238037109
"Saarbrücken Zoo","http://www.wikidata.org/entity/Q2209172",,,49.23076248168945,7.039580345153809
"Ragunan Zoo","http://www.wikidata.org/entity/Q2713110",,,-6.311587333679199,106.8199157714844
"Rajiv Gandhi Zoological Park","http://www.wikidata.org/entity/Q2723997",,,18.45290565490723,73.86117553710938
"Safari Park Dvůr Králové","http://www.wikidata.org/entity/Q2698060",,,50.43027877807617,15.80138874053955
"Singapore Zoo","http://www.wikidata.org/entity/Q2709506",,,1.40378201007843,103.7941436767578
"Bornholm Butterfly Park","http://www.wikidata.org/entity/Q4946120",,,55.06380081176758,15.11890029907227
"Bowmanville Zoo","http://www.wikidata.org/entity/Q4951355",,,43.91281127929688,-78.66845703125
"Bramble Park Zoo","http://www.wikidata.org/entity/Q4956116",,,44.90864181518555,-97.12656402587891
"Brandywine Zoo","http://www.wikidata.org/entity/Q4957298",,,39.75550079345703,-75.54869842529297
"CuriOdyssey","http://www.wikidata.org/entity/Q5194724",,,37.58655548095703,-122.3176345825195
"Dakota Zoo","http://www.wikidata.org/entity/Q5210063",,,46.79949951171875,-100.8068008422852
"Dallas World Aquarium","http://www.wikidata.org/entity/Q5211449",,,32.78345489501953,-96.80513000488281
"Dallas Zoo","http://www.wikidata.org/entity/Q5211451",,,32.7400016784668,-96.81500244140625
"Faunia","http://www.wikidata.org/entity/Q5856756",,,40.39189910888672,-3.612499952316284
"Popcorn Park Animal Refuge","http://www.wikidata.org/entity/Q7229127",,,39.90999984741211,-74.32700347900391
"Portland Aquarium","http://www.wikidata.org/entity/Q7231872",,,45.40499877929688,-122.6240005493164
"Potawatomi Zoo","http://www.wikidata.org/entity/Q7234774",,,41.66933059692383,-86.21792602539062
"Potter Park Zoo","http://www.wikidata.org/entity/Q7235282",,,42.71774291992188,-84.52839660644531
"Primarily Primates","http://www.wikidata.org/entity/Q7243052",,,29.689208984375,-98.68305969238281
"Järvzoo","http://www.wikidata.org/entity/Q6320026",,,61.71025085449219,16.15431022644043
"Mvog-Betsi Zoo","http://www.wikidata.org/entity/Q6356988",,,3.8649001121521,11.48750972747803
"Islamabad Zoo","http://www.wikidata.org/entity/Q9097825",,,33.73429870605469,73.05911254882812
"Shambala Animal Kingdom","http://www.wikidata.org/entity/Q7487446",,,-16.90089988708496,145.5711975097656
"Shubenacadie Wildlife Park","http://www.wikidata.org/entity/Q7504536",,,45.09362030029297,-63.39318466186523
"Lee Richardson Zoo","http://www.wikidata.org/entity/Q6514798",,,37.95909881591797,-100.872200012207
"Lehigh Valley Zoo","http://www.wikidata.org/entity/Q6518868",,,40.65825271606445,-75.62595367431641
"Louisiana Purchase Gardens and Zoo","http://www.wikidata.org/entity/Q6689256",,,32.46630096435547,-92.09369659423828
"Lupa Zoo","http://www.wikidata.org/entity/Q6704651",,,42.19564819335938,-72.48925018310547
"Nawab Wajid Ali Shah Prani Udyan","http://www.wikidata.org/entity/Q6697780",,,26.8460693359375,80.95462799072266
"Yadanabon Zoological Gardens","http://www.wikidata.org/entity/Q8046515",,,22.00600051879883,96.09999847412109
"Yorkshire Wildlife Park","http://www.wikidata.org/entity/Q8055765",,,53.50469970703125,-1.041700005531311
"Peyrieras Reptile Reserve","http://www.wikidata.org/entity/Q18388017",,,-18.93130493164062,47.94997406005859
"Ecomuseum Zoo","http://www.wikidata.org/entity/Q5333314",,,,
"Lahore Zoo Safari","http://www.wikidata.org/entity/Q6473423",,,,
"Sevastopol Zoo","http://www.wikidata.org/entity/Q15120993",,,,
"Queens Zoo","http://www.wikidata.org/entity/Q901214",,,,
"Boston Aquarial and Zoological Gardens","http://www.wikidata.org/entity/Q4947730",,,,
"Brazzaville Zoo","http://www.wikidata.org/entity/Q4959034",,,,
"Siberian Tiger Park","http://www.wikidata.org/entity/Q3959995",,,,
"Curraghs Wildlife Park","http://www.wikidata.org/entity/Q5194933",,,,
"Jawaharlal Nehru Biological Park","http://www.wikidata.org/entity/Q6165969",,,,
"ZooTampa at Lowry Park","http://www.wikidata.org/entity/Q6694171",,,,
"Zodiac Zoos","http://www.wikidata.org/entity/Q8073236",,,,
"Chengdu Zoo","http://www.wikidata.org/entity/Q60749264",,,,
"Reptile World Serpentarium","http://www.wikidata.org/entity/Q24260926",,,28.24270057678223,-81.21029663085938
"Arenal Eco Zoo","http://www.wikidata.org/entity/Q28311035",,,10.42481899261475,-84.75204467773438
"Monteverde Theme Park","http://www.wikidata.org/entity/Q28311039",,,10.31515026092529,-84.82450866699219
"Palo Alto Junior Museum and Zoo","http://www.wikidata.org/entity/Q28222817",,,37.44380187988281,-122.1443023681641
"Dolfinarium Harderwijk","http://www.wikidata.org/entity/Q40682",,,52.35409927368164,5.616950035095215
"Berlin Zoo","http://www.wikidata.org/entity/Q107072231",,,52.50833511352539,13.33749961853027
"Berlin Zoo","http://www.wikidata.org/entity/Q154828",,,52.50833511352539,13.33749961853027
"Zoological Garden of Hamburg","http://www.wikidata.org/entity/Q220254",,,53.56111145019531,9.983333587646484
"London Zoo","http://www.wikidata.org/entity/Q270263",,,51.53555679321289,-0.1558333337306976
"Antwerp Zoo","http://www.wikidata.org/entity/Q220003",,,51.21638870239258,4.423333168029785
"Augsburg Zoo","http://www.wikidata.org/entity/Q220004",,,48.3477783203125,10.91444396972656
"Barcelona Zoo","http://www.wikidata.org/entity/Q220013",,,41.38679885864258,2.19035005569458
"Beijing Zoo","http://www.wikidata.org/entity/Q220083",,,39.9386100769043,116.3333358764648
"Bratislava Zoo","http://www.wikidata.org/entity/Q220232",,,48.16222381591797,17.07444381713867
"Bremerhaven Zoo","http://www.wikidata.org/entity/Q220116",,,53.54472351074219,8.570278167724609
"Central Zoo","http://www.wikidata.org/entity/Q220043",,,27.67318534851074,85.31093597412109
"Copenhagen Zoo","http://www.wikidata.org/entity/Q220057",,,55.67277908325195,12.52138900756836
"Dortmund Zoo","http://www.wikidata.org/entity/Q220014",,,51.47200012207031,7.46999979019165
"Dresden Zoo","http://www.wikidata.org/entity/Q220024",,,51.03739929199219,13.75389957427979
"Dublin Zoo","http://www.wikidata.org/entity/Q220027",,,53.35388946533203,-6.30388879776001
"Duisburg Zoo","http://www.wikidata.org/entity/Q220029",,,51.43527603149414,6.805277824401855
"Frankfurt Zoological Garden","http://www.wikidata.org/entity/Q220036",,,50.11558151245117,8.703139305114746
"Hanover Zoo","http://www.wikidata.org/entity/Q220033",,,52.38053512573242,9.771061897277832
"Heidelberg Zoo","http://www.wikidata.org/entity/Q220035",,,49.41527938842773,8.660833358764648
"Hong Kong Zoological and Botanical Gardens","http://www.wikidata.org/entity/Q220207",,,22.27777862548828,114.1563873291016
"Kaiserslautern Zoo","http://www.wikidata.org/entity/Q220041",,,49.46611022949219,7.68055534362793
"Karlsruhe Zoo","http://www.wikidata.org/entity/Q220265",,,48.99777603149414,8.401666641235352
"Korkeasaari Zoo","http://www.wikidata.org/entity/Q220045",,,60.17499923706055,24.98416709899902
"Korkeasaari Zoo","http://www.wikidata.org/entity/Q54824182",,,60.17499923706055,24.98416709899902
"Kraków Zoo","http://www.wikidata.org/entity/Q220257",,,50.05361175537109,19.85055541992188
"La Palmyre Zoo","http://www.wikidata.org/entity/Q220125",,,45.6875,-1.16694450378418
"Leipzig Zoological Garden","http://www.wikidata.org/entity/Q220055",,,51.3489990234375,12.36900043487549
"Lisbon Zoo","http://www.wikidata.org/entity/Q220063",,,38.74483489990234,-9.171500205993652
"Magdeburg Zoo","http://www.wikidata.org/entity/Q220258",,,52.16749954223633,11.64138889312744
"Mulhouse Zoological and Botanical Park","http://www.wikidata.org/entity/Q220064",,,47.73450088500977,7.350699901580811
"Neuwied Zoo","http://www.wikidata.org/entity/Q220065",,,50.45299911499023,7.565000057220459
"Opole Zoo","http://www.wikidata.org/entity/Q220070",,,50.65499877929688,17.9244441986084
"Osijek Zoo and Aquarium","http://www.wikidata.org/entity/Q220262",,,45.56833267211914,18.66805648803711
"Osnabrück Zoo","http://www.wikidata.org/entity/Q220068",,,52.25,8.070278167724609
"Prague Zoo","http://www.wikidata.org/entity/Q220086",,,50.116943359375,14.4061107635498
"Rostock Zoo","http://www.wikidata.org/entity/Q220075",,,54.07808303833008,12.09035015106201
"Salzburg Zoo","http://www.wikidata.org/entity/Q220080",,,47.75694274902344,13.06416702270508
"Schmiding Zoo","http://www.wikidata.org/entity/Q220084",,,48.19444274902344,13.95638942718506
"Tallinn Zoo","http://www.wikidata.org/entity/Q220094",,,59.42071914672852,24.65804100036621
"Warsaw Zoo","http://www.wikidata.org/entity/Q220261",,,52.25777816772461,21.0222225189209
"Wrocław Zoo","http://www.wikidata.org/entity/Q220237",,,51.10444259643555,17.07416725158691
"Wuppertal Zoo","http://www.wikidata.org/entity/Q220103",,,51.23972320556641,7.112222194671631
"Zagreb Zoo","http://www.wikidata.org/entity/Q220113",,,45.82277679443359,16.02194404602051
"Zoo Atlanta","http://www.wikidata.org/entity/Q220001",,,33.73249816894531,-84.36972045898438
"Zoo La Garenne","http://www.wikidata.org/entity/Q220128",,,46.47908782958984,6.245262145996094
"Zoo d'Amnéville","http://www.wikidata.org/entity/Q220123",,,49.24611282348633,6.139166831970215
"Zürich Zoologischer Garten","http://www.wikidata.org/entity/Q220109",,,47.3849983215332,8.573055267333984
"Blackpool Zoo","http://www.wikidata.org/entity/Q734260",,,53.81555557250977,-3.012777805328369
"Bronx Zoo","http://www.wikidata.org/entity/Q739792",,,40.85027694702148,-73.87833404541016
"Port Lympne Wild Animal Park","http://www.wikidata.org/entity/Q736873",,,51.07611083984375,0.9994444251060486
"ABQ BioPark Zoo","http://www.wikidata.org/entity/Q370775",,,35.07759857177734,-106.6626968383789
"Whipsnade Zoo","http://www.wikidata.org/entity/Q373187",,,51.84972381591797,-0.5441666841506958
"Marineland of New Zealand","http://www.wikidata.org/entity/Q933656",,,-39.49466323852539,176.9191589355469
"Paramaribo Zoo","http://www.wikidata.org/entity/Q922908",,,5.847179889678955,-55.15988159179688
"Zoo Băneasa","http://www.wikidata.org/entity/Q927893",,,44.51736068725586,26.10390090942383
"Haus des Meeres","http://www.wikidata.org/entity/Q460607",,,48.1974983215332,16.35305595397949
"National Zoological Park (United States)","http://www.wikidata.org/entity/Q1043283",,,38.93111038208008,-77.04972076416016
"Orsa Grönklitt","http://www.wikidata.org/entity/Q1033037",,,61.20750045776367,14.5402774810791
"Orsa Grönklitt","http://www.wikidata.org/entity/Q18649267",,,61.20750045776367,14.5402774810791
"Jungleland USA","http://www.wikidata.org/entity/Q2154793",,,34.17409515380859,-118.847541809082
"Ouwehands Dierenpark","http://www.wikidata.org/entity/Q2376025",,,51.95611190795898,5.590833187103271
"Pairi Daiza","http://www.wikidata.org/entity/Q2154395",,,50.58472061157227,3.887222290039062
"Zoo Basel","http://www.wikidata.org/entity/Q220009",,,,
"Toronto Zoo","http://www.wikidata.org/entity/Q741395",,,,
"Bear Sanctuary Müritz","http://www.wikidata.org/entity/Q1019189",,,,
"Buffalo Zoo","http://www.wikidata.org/entity/Q1768319",,"Buffalo, New York",42.9390983581543,-78.85359954833984
"Miyagi Zao Fox Village","http://www.wikidata.org/entity/Q11454001",,"Japan",38.04079818725586,140.5303039550781
"Rakuju-en","http://www.wikidata.org/entity/Q11541603",,"Mishima, Shizuoka",35.12305450439453,138.9113922119141
"Rakuju-en","http://www.wikidata.org/entity/Q11541603",,"Japan",35.12305450439453,138.9113922119141
"Skansen","http://www.wikidata.org/entity/Q725108",,"Stockholm",59.32611083984375,18.10361099243164
"Skansen","http://www.wikidata.org/entity/Q725108",,"Djurgården",59.32611083984375,18.10361099243164
"Skansen","http://www.wikidata.org/entity/Q725108",,"Sweden",59.32611083984375,18.10361099243164
"Harewood House","http://www.wikidata.org/entity/Q1585312",,"England",53.89666748046875,-1.528333306312561
"Harewood House","http://www.wikidata.org/entity/Q1585312",,"Harewood, West Yorkshire",53.89666748046875,-1.528333306312561
"Zoo of Brescia Castle","http://www.wikidata.org/entity/Q25041282",,"Italy",,
"Zoo of Brescia Castle","http://www.wikidata.org/entity/Q25041282",,"Brescia",,
"Lalazar Safari Park","http://www.wikidata.org/entity/Q60751176",,"Murree",,
"Rosamond Gifford Zoo","http://www.wikidata.org/entity/Q2166574",,,43.04222106933594,-76.18111419677734
"Safaripark Beekse Bergen","http://www.wikidata.org/entity/Q2183630",,,51.51944351196289,5.109444618225098
"Tulsa Zoo","http://www.wikidata.org/entity/Q2151714",,,36.20867919921875,-95.92977905273438
"Drayton Manor Resort","http://www.wikidata.org/entity/Q3039179",,,52.0,36.0
"Nandankanan Zoological Park","http://www.wikidata.org/entity/Q2275145",,,20.39996528625488,85.81470489501953
"Cottbus Zoo","http://www.wikidata.org/entity/Q1395827",,,51.74305725097656,14.35000038146973
"Tama Zoological Park","http://www.wikidata.org/entity/Q1413736",,,35.65000152587891,139.3999938964844
"Jardin d'Oiseaux Tropicaux","http://www.wikidata.org/entity/Q1771324",,,43.13805389404297,6.234444618225098
"Kristiansand Zoo and Amusement Park","http://www.wikidata.org/entity/Q1789271",,,58.18271636962891,8.145922660827637
"Polar Park (animal park)","http://www.wikidata.org/entity/Q1779978",,,68.69170379638672,18.10980033874512
"Hamilton Zoo","http://www.wikidata.org/entity/Q3115846",,,-37.77450180053711,175.2147979736328
"Miami Seaquarium","http://www.wikidata.org/entity/Q3113018",,,25.73299980163574,-80.16552734375
"Yerevan Zoo","http://www.wikidata.org/entity/Q3108672",,,40.19596481323242,44.55051422119141
"Chester Zoo","http://www.wikidata.org/entity/Q3139243",,,53.22666549682617,-2.884166717529297
"Saigon Zoo and Botanical Gardens","http://www.wikidata.org/entity/Q3162430",,,10.78805541992188,106.704719543457
"Skopje Zoo","http://www.wikidata.org/entity/Q3133681",,,42.00707626342773,21.4168701171875
"Odesa Zoo","http://www.wikidata.org/entity/Q1974519",,,46.46749877929688,30.7317008972168
"Paris Zoological Park","http://www.wikidata.org/entity/Q1969385",,,48.83219909667969,2.418600082397461
"Anglesey Sea Zoo","http://www.wikidata.org/entity/Q4763399",,,53.16416931152344,-4.278830051422119
"Al Ain Zoo","http://www.wikidata.org/entity/Q3845012",,,24.17608070373535,55.73849105834961
"Ardastra Gardens, Zoo and Conservation Centre","http://www.wikidata.org/entity/Q4025978",,,25.07589912414551,-77.36170196533203
"Chiang Mai Night Safari","http://www.wikidata.org/entity/Q4036104",,,18.74222183227539,98.91722106933594
"Dartmoor Zoological Park","http://www.wikidata.org/entity/Q5225654",,,50.40700149536133,-3.996999979019165
"BestZoo","http://www.wikidata.org/entity/Q4320820",,,51.52920150756836,5.400499820709229
"Novosibirsk Zoo","http://www.wikidata.org/entity/Q4325472",,,55.05599975585938,82.87999725341797
"Elephant Nature Park","http://www.wikidata.org/entity/Q5359345",,,19.21500015258789,98.86055755615234
"Elmwood Park Zoo","http://www.wikidata.org/entity/Q5366991",,,40.13320159912109,-75.33750152587891
"Exmoor Zoo","http://www.wikidata.org/entity/Q5420451",,,51.14799880981445,-3.924000024795532
"Exploris","http://www.wikidata.org/entity/Q5421418",,,54.38199996948242,-5.548999786376953
"Featherdale Wildlife Park","http://www.wikidata.org/entity/Q5439615",,,-33.76610946655273,150.8841705322266
"Halls Gap Zoo","http://www.wikidata.org/entity/Q5643148",,,-37.14777755737305,142.5636138916016
"Hamerton Zoo Park","http://www.wikidata.org/entity/Q5644526",,,52.40900039672852,-0.328000009059906
"Happy Hollow Park & Zoo","http://www.wikidata.org/entity/Q5652828",,,37.32567977905273,-121.8620529174805
"Hongshan Forest Zoo","http://www.wikidata.org/entity/Q6963658",,,32.09410095214844,118.7982635498047
"Namsskogan Familiepark","http://www.wikidata.org/entity/Q6962092",,,64.74310302734375,12.84749984741211
"Naples Zoo","http://www.wikidata.org/entity/Q6964984",,,26.1682071685791,-81.79067993164062
"Topeka Zoo","http://www.wikidata.org/entity/Q7824820",,,39.05690002441406,-95.72589874267578
"Akita Omoriyama Zoo","http://www.wikidata.org/entity/Q11595312",,,39.67214965820312,140.0773773193359
"Edogawa Ward Natural Zoo","http://www.wikidata.org/entity/Q11551063",,,35.67100143432617,139.8583984375
"Kobe Oji Zoo","http://www.wikidata.org/entity/Q11590062",,,34.70999908447266,135.2140045166016
"Kuwait Zoo","http://www.wikidata.org/entity/Q11705490",,,29.30016708374023,47.96244812011719
"Nishiyama Zoo","http://www.wikidata.org/entity/Q11674251",,,35.95059967041016,136.1808929443359
"Sacramento Zoo","http://www.wikidata.org/entity/Q11705492",,,38.53960418701172,-121.5040283203125
"Slottsskogens djurpark","http://www.wikidata.org/entity/Q18610057",,,57.68600082397461,11.94299983978271
"Tiergarten Walding","http://www.wikidata.org/entity/Q18577780",,,48.35060119628906,14.13637733459473
"Tropicario","http://www.wikidata.org/entity/Q18619542",,,60.19387817382812,24.95573043823242
"Como Zoo","http://www.wikidata.org/entity/Q14692574",,,44.98222351074219,-93.15389251708984
"Ellen Trout Zoo","http://www.wikidata.org/entity/Q14710454",,,31.37529373168945,-94.72710418701172
"Greensboro Science Center","http://www.wikidata.org/entity/Q14707954",,,36.12990188598633,-79.83409881591797
"Heaven's Corner","http://www.wikidata.org/entity/Q14716442",,,39.75,-84.57399749755859
"Lincoln Children's Zoo","http://www.wikidata.org/entity/Q14704943",,,40.80017471313477,-96.67913818359375
"Sunset Zoo","http://www.wikidata.org/entity/Q14689954",,,39.17729949951172,-96.59600067138672
"The Lights Before Christmas","http://www.wikidata.org/entity/Q14716828",,,41.61909866333008,-83.58070373535156
"Toledo Zoo & Aquarium","http://www.wikidata.org/entity/Q14716828",,,41.61909866333008,-83.58070373535156
"West Virginia Zoo","http://www.wikidata.org/entity/Q14714381",,,39.50212097167969,-79.74018859863281
"Kamla Nehru Prani Sangrahalay","http://www.wikidata.org/entity/Q24038908",,,22.70199966430664,75.87999725341797
"Wildlife HQ Zoo","http://www.wikidata.org/entity/Q24090077",,,-26.67267227172852,152.9907836914062
"Changsha Ecological Zoo","http://www.wikidata.org/entity/Q12107071",,,28.03903388977051,113.0106506347656
"Changsha Ecological Zoo","http://www.wikidata.org/entity/Q59255587",,,28.03903388977051,113.0106506347656
"Gorakhpur Zoo","http://www.wikidata.org/entity/Q59587500",,,26.71920013427734,83.40840148925781
"Maitri Bagh","http://www.wikidata.org/entity/Q24945533",,,21.17138862609863,81.35305786132812
"Shenzhen Safari Park","http://www.wikidata.org/entity/Q25058046",,,22.60000038146973,113.9700012207031
"Zoo de Doué","http://www.wikidata.org/entity/Q25058412",,,47.18999862670898,-0.300000011920929
"Knaresborough Zoo","http://www.wikidata.org/entity/Q60741156",,,54.01110076904297,-1.474375009536743
"Johor Zoo","http://www.wikidata.org/entity/Q28219616",,,1.457499980926514,103.7522506713867
"Ranger Red's Zoo & Conservation Park","http://www.wikidata.org/entity/Q70049729",,,-32.60979843139648,115.8664016723633
"Altina Wildlife Park","http://www.wikidata.org/entity/Q85741058",,,-34.61864471435547,146.0587463378906
"Crocodylus Park","http://www.wikidata.org/entity/Q85754626",,,-12.41213226318359,130.9280700683594
"Darling Downs Zoo","http://www.wikidata.org/entity/Q85755743",,,-27.89227676391602,152.0200347900391
"Mansfield Zoo","http://www.wikidata.org/entity/Q85783684",,,-37.1273078918457,146.1321868896484
"Phuket Zoo","http://www.wikidata.org/entity/Q39060593",,,7.84279203414917,98.35794067382812
"Menominee Park Zoo","http://www.wikidata.org/entity/Q96392650",,,44.02138900756836,-88.51833343505859
"Ponderosa Zoo","http://www.wikidata.org/entity/Q96399736",,,53.69340133666992,-1.670899987220764
"Sika Deer Ecological Park","http://www.wikidata.org/entity/Q102609105",,,22.67161178588867,121.4944152832031
"Tehran Zoological Garden","http://www.wikidata.org/entity/Q94465",,,35.71849822998047,51.29349899291992
"San Diego Zoo","http://www.wikidata.org/entity/Q818395",,,32.73611068725586,-117.1513900756836
"Krefeld Zoo","http://www.wikidata.org/entity/Q896371",,,51.34111022949219,6.600833415985107
"Münster Zoo","http://www.wikidata.org/entity/Q880487",,,51.94638824462891,7.591666698455811
"Miskolc Zoo","http://www.wikidata.org/entity/Q431681",,,48.12398147583008,20.65631675720215
"San Francisco Zoo","http://www.wikidata.org/entity/Q1886334",,,37.73305511474609,-122.5030517578125
"Washington Park Zoo","http://www.wikidata.org/entity/Q7972118",,,41.72527694702148,-86.90095520019531
"Philadelphia Aquarium","http://www.wikidata.org/entity/Q2085775",,,39.96633911132812,-75.18359375
"Belfast Zoo","http://www.wikidata.org/entity/Q2112449",,,54.65599822998047,-5.941999912261963
"Dubai Dolphinarium","http://www.wikidata.org/entity/Q2116901",,,25.23460006713867,55.32669830322266
"Territory Wildlife Park","http://www.wikidata.org/entity/Q2132053",,,-12.71020030975342,130.9898071289062
"Underwater World, Singapore","http://www.wikidata.org/entity/Q2125883",,,1.258599996566772,103.8112030029297
"National Zoo of Malaysia","http://www.wikidata.org/entity/Q1142942",,,3.209722280502319,101.7577743530273
"Pretoria Zoo","http://www.wikidata.org/entity/Q1139958",,,-25.73833274841309,28.18916702270508
