zoo,zooLabel,country,countryLabel,region,regionLabel,coord,inception,website
http://www.wikidata.org/entity/Q115470771,Higashiyama Zoo Main Park,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q106612732,"Kameiri, Tashiro-chō, Nagoya",Point(136.977065652 35.155347902),,
http://www.wikidata.org/entity/Q47164008,Shinjiko Nature Museum Gobius,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q825166,Izumo,Point(132.86444444 35.44722222),,https://www.gobius.jp/
http://www.wikidata.org/entity/Q56347666,DMM Kariyushi Aquarium,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q55525077,Toyosaki,Point(127.650416666 26.156305555),2020-05-25T00:00:00Z,https://kariyushi-aquarium.com/
http://www.wikidata.org/entity/Q97196287,Yayoi Ikoinohiroba,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q194087,Hirosaki,,,http://www.hirosakipark.or.jp/yayoi/index.html
http://www.wikidata.org/entity/Q109256775,Q109256775,http://www.wikidata.org/entity/Q851,Saudi Arabia,,,,,
http://www.wikidata.org/entity/Q112979178,Linyi Zoological and Botanical Garden,http://www.wikidata.org/entity/Q148,People's Republic of China,http://www.wikidata.org/entity/Q373346,Linyi,Point(118.5388897 34.9870086),1999-01-01T00:00:00Z,http://lydzwy.cn
http://www.wikidata.org/entity/Q93202513,Q93202513,http://www.wikidata.org/entity/Q41470,Kurdistan,http://www.wikidata.org/entity/Q205047,Kurdistan Region of Iraq,Point(44.1607 36.2172),2020-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q55756195,Singapore Oceanarium,http://www.wikidata.org/entity/Q334,Singapore,,,Point(103.818611 1.258611),,https://www.rwsentosa.com/en/play/singapore-oceanarium
http://www.wikidata.org/entity/Q110264231,Doha Zoo,http://www.wikidata.org/entity/Q846,Qatar,,,,1984-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q65117876,Harbin Zoo,http://www.wikidata.org/entity/Q148,People's Republic of China,,,Point(127.1 45.391),,
http://www.wikidata.org/entity/Q115047510,The Green Planet,http://www.wikidata.org/entity/Q878,United Arab Emirates,http://www.wikidata.org/entity/Q612,Dubai,Point(55.26063 25.20653),2016-09-01T00:00:00Z,https://www.thegreenplanetdubai.com/
